gene_symbol	ncbi_gene	ensembl_gene	db_gene_symbol	db_ncbi_gene	db_ensembl_gene	source_gene	gs_id	gs_name	gs_collection	gs_subcollection	gs_collection_name	gs_description	gs_source_species	gs_pmid	gs_geoid	gs_exact_source	gs_url	db_version	db_target_species	ortholog_taxon_id	ortholog_sources	num_ortholog_sources	Selected_Ensembl_ID
PSMG1	614817	ENSBTAG00000013600	PSMG1	8624	ENSG00000183527	PSMG1	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000013600
RAD17	513600	ENSBTAG00000002073	RAD17	5884	ENSG00000152942	RAD17	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	8	ENSBTAG00000002073
RFC4	504637	ENSBTAG00000014727	RFC4	5984	ENSG00000163918	RFC4	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000014727
SCG3	525941	ENSBTAG00000017677	SCG3	29106	ENSG00000104112	SCG3	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000017677
SCG5	508224	ENSBTAG00000032613	SCG5	6447	ENSG00000166922	SCG5	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000032613
SEPTIN4	538801	ENSBTAG00000015368	SEPTIN4	5414	ENSG00000108387	SEPT4	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|NCBI|OrthoDB|Panther|Treefam	5	ENSBTAG00000015368
SHE	617777	ENSBTAG00000020542	SHE	126669	ENSG00000169291	SHE	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000020542
SIRT1	613629	ENSBTAG00000014023	SIRT1	23411	ENSG00000096717	SIRT1	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther	6	ENSBTAG00000014023
SLC12A2	286845	ENSBTAG00000009637	SLC12A2	6558	ENSG00000064651	SLC12A2	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000009637
SLC2A5	282868	ENSBTAG00000007302	SLC2A5	6518	ENSG00000142583	SLC2A5	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|Treefam	7	ENSBTAG00000007302
SNAP91	516917	ENSBTAG00000009355	SNAP91	9892	ENSG00000065609	SNAP91	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	7	ENSBTAG00000009355
SPATA6	534169	ENSBTAG00000003128	SPATA6	54558	ENSG00000132122	SPATA6	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000003128
THEG	788788	ENSBTAG00000048393	SPMAP2	51298	ENSG00000105549	THEG	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|OMA|Panther	3	ENSBTAG00000048393
STAM2	538505	ENSBTAG00000001887	STAM2	10254	ENSG00000115145	STAM2	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000001887
STRBP	516282	ENSBTAG00000021921	STRBP	55342	ENSG00000165209	STRBP	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000021921
SYCP1	525413	ENSBTAG00000032071	SYCP1	6847	ENSG00000198765	SYCP1	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|Panther|Treefam	7	ENSBTAG00000032071
TALDO1	513453	ENSBTAG00000010336	TALDO1	6888	ENSG00000177156	TALDO1	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000010336
TCP11	523297	ENSBTAG00000016891	TCP11	6954	ENSG00000124678	TCP11	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|NCBI	3	ENSBTAG00000016891
TEKT2	514463	ENSBTAG00000021714	TEKT2	27285	ENSG00000092850	TEKT2	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000021714
TKTL1	507517	ENSBTAG00000020127	TKTL1	8277	ENSG00000007350	TKTL1	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000020127
TLE4	508893	ENSBTAG00000003532	TLE4	7091	ENSG00000106829	TLE4	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000003532
TNNI3	511094	ENSBTAG00000006424	TNNI3	7137	ENSG00000129991	TNNI3	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|Inparanoid|NCBI|OrthoDB|Panther	5	ENSBTAG00000006424
TNP1	281537	ENSBTAG00000019003	TNP1	7141	ENSG00000118245	TNP1	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	8	ENSBTAG00000019003
TNP2	281538	ENSBTAG00000032884	TNP2	7142	ENSG00000178279	TNP2	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000032884
TOPBP1	540574	ENSBTAG00000000526	TOPBP1	11073	ENSG00000163781	TOPBP1	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000000526
TSN	509943	ENSBTAG00000006059	TSN	7247	ENSG00000211460	TSN	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000006059
TSSK2	101906547	ENSBTAG00000048123	TSSK2	23617	ENSG00000206203	TSSK2	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|Panther|Treefam	7	ENSBTAG00000048123
TTK	524925	ENSBTAG00000005456	TTK	7272	ENSG00000112742	TTK	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|Panther	5	ENSBTAG00000005456
LOC100295712	100295712	ENSBTAG00000038258	TUBA3C	7278	ENSG00000198033	TUBA3C	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|OMA|OrthoDB|Treefam	5	ENSBTAG00000038258
TULP2	505350	ENSBTAG00000002368	TULP2	7288	ENSG00000104804	TULP2	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000002368
VDAC3	282716	ENSBTAG00000014068	VDAC3	7419	ENSG00000078668	VDAC3	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000014068
YBX2	614429	ENSBTAG00000009126	YBX2	51087	ENSG00000006047	YBX2	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000009126
ZC2HC1C	540480	ENSBTAG00000013983	ZC2HC1C	79696	ENSG00000119703	FAM164C	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000013983
ZC3H14	511473	ENSBTAG00000030453	ZC3H14	79882	ENSG00000100722	ZC3H14	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000030453
ZNRF4	517394	ENSBTAG00000037764	ZNRF4	148066	ENSG00000105428	ZNRF4	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|Inparanoid|NCBI|OrthoDB	4	ENSBTAG00000037764
ZPBP	654401	ENSBTAG00000005499	ZPBP	11055	ENSG00000042813	ZPBP	M5951	HALLMARK_SPERMATOGENESIS	H		Hallmark	Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000005499
ACVR1	338068	ENSBTAG00000011909	ACVR1	90	ENSG00000115170	ACVR1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000011909
APC	533233	ENSBTAG00000018852	APC	324	ENSG00000134982	APC	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther	7	ENSBTAG00000018852
ARID4B	534612	ENSBTAG00000000222	ARID4B	51742	ENSG00000054267	ARID4B	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000000222
BCAR3	506231	ENSBTAG00000003245	BCAR3	8412	ENSG00000137936	BCAR3	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000003245
BMP2	615037	ENSBTAG00000005111	BMP2	650	ENSG00000125845	BMP2	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000005111
BMPR1A	404101	ENSBTAG00000000231	BMPR1A	657	ENSG00000107779	BMPR1A	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	8	ENSBTAG00000000231
BMPR2	407127	ENSBTAG00000006420	BMPR2	659	ENSG00000204217	BMPR2	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000006420
CDH1	282637	ENSBTAG00000015991	CDH1	999	ENSG00000039068	CDH1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000015991
CDK9	520580	ENSBTAG00000004695	CDK9	1025	ENSG00000136807	CDK9	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000004695
CDKN1C	510972	ENSBTAG00000031184	CDKN1C	1028	ENSG00000129757	CDKN1C	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000031184
CTNNB1	539003	ENSBTAG00000016420	CTNNB1	1499	ENSG00000168036	CTNNB1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000016420
ENG	615844	ENSBTAG00000008997	ENG	2022	ENSG00000106991	ENG	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000008997
FKBP1A	614795	ENSBTAG00000008303	FKBP1A	2280	ENSG00000088832	FKBP1A	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	9	ENSBTAG00000008303
FNTA	281169	ENSBTAG00000003201	FNTA	2339	ENSG00000168522	FNTA	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000003201
FURIN	281374	ENSBTAG00000002939	FURIN	5045	ENSG00000140564	FURIN	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000002939
HDAC1	404126	ENSBTAG00000012698	HDAC1	3065	ENSG00000116478	HDAC1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000012698
HIPK2	510158	ENSBTAG00000017860	HIPK2	28996	ENSG00000064393	HIPK2	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|Inparanoid|NCBI|OMA|Panther|Treefam	7	ENSBTAG00000017860
ID1	497011	ENSBTAG00000016169	ID1	3397	ENSG00000125968	ID1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000016169
ID2	505025	ENSBTAG00000021187	ID2	3398	ENSG00000115738	ID2	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	9	ENSBTAG00000021187
ID3	538690	ENSBTAG00000030425	ID3	3399	ENSG00000117318	ID3	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000030425
IFNGR2	514889	ENSBTAG00000012899	IFNGR2	3460	ENSG00000159128	IFNGR2	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000012899
JUNB	514246	ENSBTAG00000012046	JUNB	3726	ENSG00000171223	JUNB	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000012046
KLF10	522795	ENSBTAG00000014396	KLF10	7071	ENSG00000155090	KLF10	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000014396
LEFTY2	534018	ENSBTAG00000055022	LEFTY2	7044	ENSG00000143768	LEFTY2	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|OMA|OrthoDB|Panther|Treefam	7	ENSBTAG00000055022
LTBP2	281905	ENSBTAG00000021957	LTBP2	4053	ENSG00000119681	LTBP2	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	8	ENSBTAG00000021957
MAP3K7	529146	ENSBTAG00000002625	MAP3K7	6885	ENSG00000135341	MAP3K7	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000002625
NCOR2	538549	ENSBTAG00000024603	NCOR2	9612	ENSG00000196498	NCOR2	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000024603
NOG	538769	ENSBTAG00000040282	NOG	9241	ENSG00000183691	NOG	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000040282
PMEPA1	617469	ENSBTAG00000054628	PMEPA1	56937	ENSG00000124225	PMEPA1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|OMA|OrthoDB|Panther	5	ENSBTAG00000054628
PPM1A	281994	ENSBTAG00000018127	PPM1A	5494	ENSG00000100614	PPM1A	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	8	ENSBTAG00000018127
PPP1CA	516175	ENSBTAG00000012146	PPP1CA	5499	ENSG00000172531	PPP1CA	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000012146
PPP1R15A	514688	ENSBTAG00000001294	PPP1R15A	23645	ENSG00000087074	PPP1R15A	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000001294
RAB31	616979	ENSBTAG00000046533	RAB31	11031	ENSG00000168461	RAB31	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	8	ENSBTAG00000046533
RHOA	338049	ENSBTAG00000004279	RHOA	387	ENSG00000067560	RHOA	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000004279
SERPINE1	281375	ENSBTAG00000014465	SERPINE1	5054	ENSG00000106366	SERPINE1	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000014465
SKI	506127	ENSBTAG00000038716	SKI	6497	ENSG00000157933	SKI	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000038716
SKIL	527910	ENSBTAG00000004154	SKIL	6498	ENSG00000136603	SKIL	M5896	HALLMARK_TGF_BETA_SIGNALING	H		Hallmark	Genes up-regulated in response to TGFB1 [GeneID=7040].	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000004154
